V1,AO_Liking,AO_Behavior,AO_Open,C2_Liking,C2_Behavior,C2_Open,C3_Liking,C3_Behavior,C3_Open,C4_Liking,C4_Behavior,C4_Open,C5_Liking,C5_Behavior,C5_Open,C6_Liking,C6_Behvavior,C6_Open,C7_Liking,C7_Behavior,C7_Open,IH,Villain,MAC,Distinctiveness,Consistency,Consensus,DistinctR,ConsistR,ConsenR,PConsensus1,PDistinct1,PConsist1,PConsensus2,PConsensus3,PDistinct2,PDistinct3,PConsist2,PConsist3,AttSpectrum,AttClosed,IntAtt1,IntAtt2,IntAtt3,IntAtt4,StimAtt1,StimAtt2,StimAtt3,CircAtt1,CircAtt2,CircAtt3,CharLike1,CharLike2,CharLike3,CharLike4,StoryLike1,StoryLike2,StoryLike3,StoryLike4,MoralDis1,MoralDis2,MoralDis3,MoralDis4,MoralDis5,Age,Ethnicity,Q102,Q104,Q105,Q106,Condition,Order
R_w6nPhF7Z8pElXWx,4.00,4.00,nothing,6.00,6.00,He can change from human to super hero.,4.00,4.00,nothing,6.00,6.00,He is human in disguise and has a bat mobile,4.00,4.00,nothing,4.00,4.00,"nothing really, has metal talons in hands?",4.00,4.00,nothing,1,,,HD,HC,HS,1,1,1,4.00,4.00,5.00,5.00,4.00,6.00,6.00,4.00,4.00,3.00,2.00,4.00,4.00,5.00,5.00,6.00,5.00,5.00,4.00,3.00,4.00,4.00,2.00,2.00,4.00,5.00,5.00,5.00,2.00,4.00,5.00,5.00,2.00,5.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/HC/HS
R_b3FBYECTPd9CYGR,5.00,5.00,Absolutely nothing.,6.00,6.00,Probably the average amount.,4.00,4.00,nothing,7.00,7.00,He's a good dude,4.00,4.00,I don't know this person.,7.00,7.00,He's part wolf I think.,4.00,4.00,I don't know this person.,1,,,HD,HC,HS,1,1,1,6.00,3.00,6.00,3.00,1.00,5.00,1.00,5.00,3.00,5.00,3.00,3.00,4.00,6.00,4.00,5.00,4.00,6.00,5.00,5.00,4.00,3.00,3.00,5.00,3.00,2.00,5.00,2.00,5.00,4.00,5.00,6.00,4.00,4.00,19.00,1.00,1.00,1.00,2.00,,ImperfectHero,HD/HC/HS
R_1mfUSEWIrn8EuTn,5.00,5.00,I know he is a super hero. ,6.00,7.00,Spider man is a super hero. He was a normal teenager until he was bitten by a spider and was given super powers. ,5.00,5.00,I know nothing about her. ,7.00,7.00,He is a super hero who fights bad guys in Gotham City. His main enemy is the joker. His best friend is Robin. ,4.00,4.00,I know nothing about her. ,5.00,5.00,I think he is a superhero.,5.00,5.00,He is a superhero. ,1,,,HD,HC,HS,1,1,1,4.00,3.00,3.00,5.00,7.00,4.00,5.00,4.00,2.00,3.00,2.00,3.00,3.00,4.00,3.00,2.00,4.00,3.00,3.00,3.00,2.00,5.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/HC/HS
R_2bNsYGbWRHBQOen,4.00,4.00,I know nothing about him,6.00,6.00,I know he was bitten by a radioactive spider which is why he is part spider,4.00,4.00,I know nothing about Artemis,5.00,6.00,I know he protects Gotham City when the town lights up the bat signal. and he has cool cars,4.00,4.00,I know nothing about her,4.00,4.00, I know nothing about him,4.00,4.00,I know nothing about him,1,,,HD,HC,HS,1,1,1,3.00,6.00,6.00,4.00,5.00,7.00,7.00,4.00,4.00,5.00,2.00,5.00,5.00,7.00,6.00,4.00,4.00,5.00,3.00,2.00,6.00,5.00,5.00,6.00,5.00,5.00,6.00,6.00,5.00,4.00,6.00,6.00,2.00,6.00,22.00,1.00,2.00,4.00,2.00,,ImperfectHero,HD/HC/HS
R_1hZqNKDI6jVA5fP,4.00,2.00,I don't know anything besides the picture,7.00,6.00,He shoots webs and is a hero,1.00,2.00,nothing besides picture,7.00,6.00,his enemy is the joker and he's a hero,2.00,1.00,nothing besides picture,4.00,4.00,nothing besides picture,2.00,3.00,nothing besides picture,1,,,HD,HC,HS,1,1,1,2.00,5.00,6.00,1.00,1.00,6.00,2.00,6.00,6.00,7.00,1.00,6.00,6.00,6.00,6.00,4.00,6.00,6.00,2.00,2.00,6.00,2.00,2.00,2.00,2.00,2.00,6.00,3.00,3.00,1.00,1.00,2.00,2.00,3.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/HC/HS
R_3PzAF043rRK7oiu,4.00,4.00,"very little, i know he is a marvel anti hero/ villain of some sort.  ",7.00,6.00,"He is a kid named Peter Parker that grew up in Queens,NY and was bitten by a special spider. this later gave him spider like abilities which he uses for good. ",4.00,4.00,I honestly have never heard of her,7.00,6.00,"where to start, billianare, playboy, and Gotham's dark knight. his real name is Bruce Wayne, and at a younge age his parents were murdered right in front of him. since then Bruce has taken it a upon himself to save his city from the evil that plagues it.  ",5.00,6.00,"She is a marvel hero who fights with the Avengers. She originally started out as a villian, however she switches sides when she sees the light. ",7.00,6.00,"He is kind of a anti hero at times, but his name is Logan and he is practically immortal. He belongs to the X-men, and has been around for a hot second. ",4.00,4.00,IDK LOLZ.......,1,,,LD,HC,HS,0,1,1,3.00,4.00,3.00,3.00,2.00,6.00,3.00,3.00,2.00,1.00,2.00,3.00,3.00,7.00,4.00,7.00,3.00,7.00,3.00,3.00,5.00,3.00,3.00,2.00,4.00,4.00,4.00,5.00,4.00,1.00,3.00,3.00,1.00,2.00,21.00,1.00,1.00,3.00,1.00,2.00,ImperfectHero,LD/HC/HS
R_3nGhT2VZCI3U10l,6.00,6.00,"Little to none. I'm not sure if hes a protagonist or an antagonist, but he seems relatively good based off the picture. ",6.00,7.00,He was bitten by a radioactive spider while on a class trip through OsCorp. He began to build incredible amounts of strength and awareness. He love interest is Mary Jane and main antagonist is The Green Goblin. RIP Uncle Ben ,6.00,6.00,"Little to none. She seems like a Black Widow type character that does mostly good, but can look violent if you don't know her persona. ",7.00,7.00,"His parents were tragically killed in front of his eyes. He has a serious fear of bats, but uses it to fight for justice. He's ridiculously rich as well. ",6.00,2.00,No much. She seems evil based off her name and the glowing evil stare from her picture. ,7.00,6.00,Very aggressive and short tempered. Immortal due to the martial that was injected into him to give him his claws. Hes also an honorary member of the X Men.,4.00,5.00,"He or she sounds familiar, but I can't pinpoint something exactly. I feel like I heard the same as a cameo character. ",1,,,LD,HC,LS,0,1,0,6.00,7.00,7.00,2.00,6.00,6.00,6.00,7.00,7.00,7.00,1.00,7.00,7.00,7.00,7.00,7.00,5.00,1.00,1.00,1.00,5.00,7.00,5.00,5.00,6.00,6.00,7.00,6.00,6.00,5.00,6.00,6.00,3.00,7.00,20.00,1.00,1.00,3.00,2.00,,ImperfectHero,LD/HC/LS
R_ReGFlBPZQ9iIYKt,4.00,4.00,Nothing,5.00,6.00,He saves people,4.00,4.00,Nothing,5.00,6.00,"Helps people and has a sidekick, Robin",4.00,4.00,Nothing,4.00,5.00,Lots of variations of movies with him,4.00,4.00,Nothing,1,,,HD,LC,LS,1,0,0,1.00,6.00,2.00,2.00,4.00,6.00,4.00,2.00,2.00,2.00,2.00,5.00,3.00,5.00,5.00,6.00,5.00,3.00,4.00,2.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,21.00,1.00,2.00,4.00,2.00,,ImperfectHero,HD/LC/LS
R_3Hzc3ANYxaukT8m,5.00,6.00,"nothing, he looks similar to the Flash",6.00,7.00,"He saves the day, swings from webs, Uncle Ben, with great power comes great responsibility",3.00,3.00,"nothing, she appears to look like a vilan",7.00,6.00,"billionaire, dark knight, Gotham city, never kills only beats up then captures vilans ",3.00,2.00,"nothing, she looks angry and a vilan",6.00,6.00,"Very little, hes part of the X-men",4.00,4.00,I know nothing and have never heard of this character,1,,,HD,HC,LS,1,1,0,2.00,7.00,5.00,3.00,3.00,4.00,6.00,3.00,3.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,5.00,3.00,5.00,3.00,5.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,20.00,1.00,1.00,3.00,2.00,,ImperfectHero,HD/HC/LS
R_2t9HUEQOuCvBFae,4.00,4.00,nothing,6.00,6.00,"peter parker, marvel comics, bit by radioactive spider, has spider powers ",4.00,4.00,nothing,5.00,5.00,"DC comics, bruce wayne, rich, no powers just uses money, lives in arkham city. ",6.00,5.00,"Marvel comics, mutant, was in the last avengers movie. ",4.00,4.00,"marvel comics, mutant, logan, has claws, healing powers i think. ",4.00,4.00,nothing,1,,,LD,HC,LS,0,1,0,1.00,1.00,6.00,2.00,3.00,2.00,2.00,6.00,6.00,6.00,1.00,6.00,7.00,7.00,6.00,4.00,5.00,3.00,2.00,1.00,3.00,4.00,2.00,1.00,2.00,5.00,6.00,5.00,5.00,3.00,5.00,3.00,2.00,4.00,21.00,1.00,2.00,4.00,2.00,,ImperfectHero,LD/HC/LS
R_1hMuP4FVxW9A6c9,4.00,6.00,He's a comic book superhero/ I dont think he is a villain. He wears orange. ,7.00,6.00,He was bitten by a spider and that's how he got his powers. His abilities do have something to do with the death of his parents. He is in love with a girl and does a lot to save her. Originally he was a neighborhood vigilante and sometimes his behavior took advantage of his powers.,4.00,4.00,I don't know who this is. ,7.00,6.00,"He watches over Gotham and will always do what is right for the city, even if people hate him. ",4.00,4.00,I don't know who this is. She looks like a villain. ,7.00,6.00,"He has long, sharp, sword-like finger nails. Though he has character flaws as a person, as a hero he always tries to do the right thing. Or at least that's what happens in movies. ",4.00,4.00,I dont know who this is. ,1,,,LD,HC,HS,0,1,1,2.00,2.00,7.00,2.00,4.00,2.00,2.00,6.00,3.00,5.00,1.00,7.00,7.00,7.00,7.00,6.00,5.00,4.55,4.00,1.00,6.00,4.00,2.00,6.00,4.00,3.00,6.00,4.00,6.00,2.00,2.00,2.00,2.00,4.00,21.00,1.00,2.00,4.00,2.00,,ImperfectHero,LD/HC/HS
R_C4GJbHy6ZaRIiJP,3.00,3.00,"Not very much, just that he is a villain in a comic.",6.00,7.00,"He is Peter Parker, who was bit by a spider and given powers. He uses those powers to save people around him in danger and fight different villains. ",4.00,4.00,I don't know anything about her.,6.00,7.00,That he is Clark Kent disguised as Batman. He saves people in Arkum form people like the Joker and Scarecrow.   ,4.00,4.00,I don't know anything about her.,5.00,7.00,"I saw the wolverine movies awhile ago, but don't remember much. All I remember is that he is supposed to be immortal. ",4.00,4.00,I don't know anything about Static.,1,,,LD,LC,HS,0,0,1,5.00,5.00,6.00,5.00,5.00,5.00,2.00,2.00,5.00,6.00,1.00,6.00,7.00,6.00,7.00,6.00,6.00,4.00,4.00,2.00,6.00,3.00,2.00,1.00,3.00,5.00,5.00,5.00,3.00,3.00,3.00,3.00,1.00,5.00,18.00,1.00,2.00,1.00,1.00,2.00,ImperfectHero,LD/LC/HS
R_3FIK3fIT98ZkrhQ,4.00,4.00,Nothing.,5.00,6.00,"There has been many movies made about him, and he is a super hero. ",4.00,4.00,Nothing.,5.00,6.00,He is a super hero. ,4.00,4.00,Nothing. ,4.00,4.00,Nothing.,4.00,4.00,Nothing. ,1,,,HD,LC,LS,1,0,0,3.00,6.00,6.00,2.00,4.00,4.00,6.00,6.00,6.00,4.00,3.00,3.00,3.00,2.00,3.00,3.00,4.00,4.00,1.00,4.00,1.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,4.00,6.00,3.00,6.00,4.00,18.00,1.00,2.00,1.00,2.00,,ImperfectHero,HD/LC/LS
R_XhTtkAxAIrYMmJP,4.00,4.00,I know nothing. ,5.00,6.00,He is a character in comic books and movies that is a hero. ,4.00,4.00,I know nothing. ,4.00,4.00,He protects gotham and is considered a hero. He is the good guy. ,4.00,4.00,I know nothing.,4.00,4.00,I only know about the films in which Wolverine is in. He fights bad guys.,4.00,4.00,I know nothing. ,1,,,HD,LC,HS,1,0,1,2.00,6.00,6.00,4.00,3.00,7.00,5.00,3.00,7.00,5.00,2.00,4.00,7.00,7.00,7.00,6.00,7.00,5.00,4.00,3.00,7.00,3.00,2.00,2.00,2.00,4.00,5.00,5.00,3.00,7.00,1.00,7.00,1.00,3.00,20.00,2.00,2.00,3.00,2.00,,ImperfectHero,HD/LC/HS
R_1RnM2UBKJT9jEGJ,5.00,4.00,I do not know much at all about Agent Orange.  This is probably the first or second time seeing Agent Orange.,7.00,6.00,I have seen a few movies and hear a lot about him and him being a superhero.,4.00,4.00,I have never heard of her.,7.00,6.00,I have seen movies and all about him.  He is a superhero that I have seen throughout my childhood.,4.00,4.00,I have never seen Scarlet Witch before.,5.00,5.00,I have seen here and there but not often. I dislike him because of U of M but that's unrelated.,4.00,4.00,I have never heard of Static.,1,,,LD,HC,HS,0,1,1,2.00,2.00,6.00,2.00,1.00,6.00,6.00,6.00,6.00,5.00,1.00,5.00,5.00,5.00,4.00,2.00,3.00,4.00,4.00,3.00,4.00,2.00,2.00,2.00,3.00,3.81,6.00,6.00,3.00,2.00,4.00,5.00,2.00,2.00,20.00,1.00,1.00,3.00,2.00,,ImperfectHero,LD/HC/HS
R_3qBG5b89IrmdkCz,4.00,3.00,I do not know anything about the Agent Orange character.,5.00,6.00,His real name is Peter Parker and he was bit by a radioactive spider which gave him the powers he now has.,4.00,3.00,I do not know anything about Artemis.,4.00,6.00,"His real name is Bruce Wayne, he is rich, and he protects the city of Gotham.",4.00,3.00,I do not know anything about the Scarlet Witch. ,4.00,4.00,"He has claws that come out of his knuckles, and recently had a live action remake film.",4.00,4.00,I do not know anything about Static.,1,,,HD,LC,LS,1,0,0,2.00,5.00,4.00,2.00,2.00,2.00,6.00,4.00,4.00,7.00,2.00,6.00,5.00,6.00,6.00,7.00,6.00,6.00,2.00,4.00,7.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,5.00,6.00,1.00,4.00,20.00,1.00,2.00,2.00,1.00,1.00,ImperfectHero,HD/LC/LS
R_VJxxRVX7WsBtk4x,2.00,2.00,Nothing. My answers come from opinions I had about the photo for Agent Orange.,6.00,6.00,"Spiderman is a superhero. He was bitten by a radioactive spider and gained superpowers. He is at times an immature, reckless, young-adult who tries to do good when he has control of his emotions.",4.00,4.00,Nothing,6.00,6.00,"Batman is a superhero, but often his solitude and emotions can get in the way of his good actions. He sometimes can be selfish. ",1.00,1.00,"Based on the picture and the name Scarlet Witch, I assume she is bad.",6.00,6.00,"Similar to the other characters. Wolverine has a temper and can sometimes cause harm, but generally fights for the greater good.",4.00,4.00,Nothing,1,,,LD,HC,HS,0,1,1,1.00,2.00,1.00,3.00,3.00,6.00,3.00,5.00,7.00,5.00,1.00,6.00,7.00,6.00,7.00,6.00,6.00,2.00,2.00,3.00,3.00,2.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,4.00,22.00,1.00,1.00,4.00,2.00,,ImperfectHero,LD/HC/HS
R_2VQ50GvEO6yBjLv,4.00,3.00,Nothing except from what I can see from the picture.,7.00,6.00,"A lot. I know his back story, about Uncle Ben, about his villains, and Mary Jane.",4.00,4.00,Nothing except from the picture,6.00,6.00,Nothing ,4.00,4.00,Nothing,6.00,6.00,Not much,4.00,4.00,Nothing,1,,,HD,LC,HS,1,0,1,2.00,6.00,5.00,2.00,4.00,6.00,6.00,2.00,5.00,7.00,2.00,6.00,5.00,6.00,6.00,5.00,5.00,5.00,4.00,4.00,6.00,4.00,4.00,3.00,5.00,5.00,5.00,5.00,4.00,2.00,3.00,3.00,2.00,4.00,19.00,1.00,2.00,2.00,1.00,2.00,ImperfectHero,HD/LC/HS
R_ufu9dwLd8Dwj4pH,4.00,4.00,I do not know who Agent Orange is.,7.00,6.00,Spider-Man is a kid in school who was bitten by a spider. He loves Mary Jane and saves citizens from villans.,4.00,4.00,I do not know who Artemis is.,7.00,6.00,Batman became who he is when his parents were killed in front of him as a kid. He wanted to find out who his parent's murderer was.,4.00,4.00,I don't know who Scarlet Witch is.,7.00,7.00,Wolverine is part of the X-Men. He loves Jean Grey and he got his old claws turned into steel by a scientist.,5.00,6.00,"I think Static is a superhero kid who saves people. I think I watched a old tv show about him called ""Static Shock"" as a kid.",1,,,LD,LC,LS,0,0,0,1.00,6.00,7.00,2.00,1.00,4.00,4.00,2.00,2.00,6.00,2.00,7.00,5.00,7.00,6.00,7.00,7.00,4.00,4.00,3.00,6.00,4.00,1.00,3.00,2.00,6.00,4.00,6.00,3.00,1.00,4.00,5.00,1.00,1.00,21.00,2.00,2.00,2.00,2.00,,ImperfectHero,LD/LC/LS
R_3JKSn0fipq0xq8k,4.00,4.00,I am not familiar with Agent Orange,7.00,6.00,His alias is Peter Parker. He contracted spider-like tendencies from being bitten by a spider at a lab. He is a good hero with mostly good history and intentions. ,4.00,4.00,I don't know anything about Artemis.,7.00,7.00,"He is a hero without superpowers that relies on his inventions. He is also against killing villains. Outside of being Gotham City's undercover hero, he is known as Bruce Wayne.",4.00,4.00,I am not familiar with the Scarlet Witch.,7.00,6.00,"He was injected with a serum gave him metal claws. He also has the ability to recover from serious injuries rapidly, and scars and wounds heal instantly for him. ",4.00,4.00,I am not familiar with Static.,1,,,LD,HC,HS,0,1,1,7.00,2.00,7.00,5.00,1.00,1.00,1.00,6.00,6.00,7.00,1.00,7.00,7.00,7.00,7.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,20.00,2.00,1.00,3.00,2.00,,ImperfectHero,LD/HC/HS
R_30u8aKE15dQ5Vjy,4.00,4.00,Nothing,6.00,5.00,He is a superhero. Student. There are multiple spider mans.,4.00,4.00,none,6.00,5.00,"superhero.Has PTSD, parent loss when younger. Orphan. Millionaire, smart, attractive.",4.00,4.00,none,6.00,4.00,"rebellious, X-men, independent, superhero, immortal.",4.00,4.00,none,1,,,LD,HC,LS,0,1,0,2.00,4.00,4.00,2.00,4.00,6.00,5.00,4.00,4.00,4.00,2.00,4.00,4.00,7.00,5.00,4.00,6.00,5.00,4.00,4.00,7.00,3.00,2.00,2.00,3.00,3.00,4.00,4.00,2.00,4.00,4.00,5.00,2.00,4.00,22.00,13.00,2.00,3.00,2.00,,ImperfectHero,LD/HC/LS
R_1EXU3xbavR9MQl4,4.00,2.00,noting honestly,6.00,6.00,He shoots webs from fingers and is a hero,4.00,3.00,nothing,6.00,7.00,He saves lives,4.00,2.00,nothing,4.00,4.00,not much. I know he's in some movies,4.00,4.00,nothing,1,,,HD,LC,HS,1,0,1,6.00,7.00,2.00,5.00,4.00,7.00,7.00,2.00,1.00,1.00,2.00,7.00,4.00,7.00,2.00,7.00,7.00,7.00,2.00,2.00,7.00,5.00,4.00,5.00,5.00,5.00,6.00,5.00,4.00,4.00,5.00,4.00,3.00,4.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/LC/HS
R_21Fkf02S0ujMePj,4.00,4.00,I really don't know anything about Agent Orange,6.00,6.00,He's supposed to be young in the comics so he grows up learning while learning about his superpowers.,4.00,6.00,I think her dad is a villain.,6.00,6.00,"Fights crime, but sometimes has his dark moments.",4.00,4.00,I think she was in the avenger movie?,6.00,5.00,He has impulse issues.,6.00,7.00,He grew up in a tough neighborhood.,1,,,HD,LC,HS,1,0,1,3.00,7.00,5.00,3.00,2.00,6.00,6.00,2.00,2.00,4.00,2.00,3.00,3.00,6.00,6.00,5.00,5.00,2.00,3.00,2.00,5.00,3.00,2.00,3.00,4.00,5.00,6.00,5.00,6.00,2.00,4.00,5.00,3.00,2.00,21.00,1.00,1.00,3.00,2.00,,ImperfectHero,HD/LC/HS
R_bPjeK9ljyjFBrAB,4.00,4.00,Never heard of him,6.00,7.00,Super hero who is always looking out for humanity,4.00,4.00,never heard of her,6.00,6.00,Billionaire vigilante who fights crime outside of the law,4.00,4.00,never heard of her,7.00,6.00,A good person/mutant at heart. Often looks to help humanity but usually kills people to make it happen.,4.00,4.00,never heard of him,1,,,LD,HC,HS,0,1,1,5.00,1.00,7.00,5.00,6.00,4.00,4.00,7.00,6.00,4.00,3.00,5.00,6.00,5.00,5.00,7.00,7.00,7.00,2.00,5.00,6.00,2.00,2.00,1.00,4.00,4.00,2.00,2.00,1.00,4.00,5.00,7.00,2.00,6.00,24.00,1.00,1.00,4.00,1.00,2.00,ImperfectHero,LD/HC/HS
R_1hA4DKF6vowhgm3,4.00,4.00,nothing,6.00,7.00,brave,4.00,4.00,nothing,6.00,7.00,hes helpful,4.00,4.00,nothing,3.00,4.00,nothing,4.00,4.00,nothing,1,,,LD,HC,HS,0,1,1,2.00,5.00,5.00,6.00,6.00,6.00,6.00,4.00,4.00,1.00,2.00,3.00,2.00,2.00,3.00,6.00,5.00,7.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,3.00,5.00,5.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,LD/HC/HS
R_blryUNFy5Rcy001,4.00,4.00,probably a superhero,7.00,7.00,hes amazing ,4.00,4.00,woman ,7.00,7.00,great hero never uses guns ,2.00,4.00,woman with powers,2.00,4.00,horrible mascot,4.00,4.00,hes static,1,,,LD,LC,LS,0,0,0,5.00,4.00,5.00,4.00,7.00,7.00,7.00,7.00,7.00,2.00,2.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,7.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,19.00,1.00,1.00,2.00,2.00,,ImperfectHero,LD/LC/LS
R_1hDYN0QHS8GM9q5,4.00,4.00,I do not know who Agent Orange is.  Sorry.,6.00,6.00,"I know that he was just an average, slightly nerdy,  highschool kid.  His life changed after getting bit by a radioactive spider.  Rather than using his powers for evil or self gain he decided to become a superhero. I respect this.",4.00,4.00,I know nothing about Artemis.,7.00,6.00,I understand that he has no true superpower.  His courage is something to be admired.  ,4.00,4.00,I do not know who Scarlet Witch is.,6.00,6.00,"I understand that Wolverine is part of the X-Men.  In a number of movies he is played by Huge Jackman.  While ultimately he is a man looking out for the greater good, he does show an attitude from time to time.",4.00,4.00,Sadly I do not know who Static is.,1,,,LD,LC,HS,0,0,1,5.00,6.00,5.00,6.00,7.00,6.00,6.00,1.00,3.00,2.00,2.00,6.00,4.00,5.00,6.00,6.00,6.00,6.00,4.00,2.00,6.00,6.00,4.00,4.00,5.00,6.00,6.00,6.00,5.00,5.00,5.00,4.00,1.00,7.00,20.00,1.00,1.00,3.00,2.00,,ImperfectHero,LD/LC/HS
R_PYZ3zNiaqjop6md,4.00,4.00,I do not know anything about him,4.00,6.00,I have seen a movie with him in it but that is it,4.00,4.00,I do not know anything about Artemis,4.00,6.00,I know that he does not have parents and is a superhero ,4.00,4.00,I do not know anything about Scarlet Witch,4.00,4.00,I have seen action figures of him before but that is it,4.00,4.00,I do not know anything about Static,1,,,HD,LC,HS,1,0,1,5.00,5.00,5.00,3.00,3.00,6.00,6.00,3.00,3.00,2.00,2.00,4.00,4.00,6.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,5.00,3.00,3.00,20.00,1.00,2.00,2.00,2.00,,ImperfectHero,HD/LC/HS
R_3NLoyKdjqNHZr6T,4.00,4.00,Not heard of him.,6.00,6.00,He wants to do the right thing and wants to get his girl.,4.00,4.00,Not heard of her.,6.00,7.00,Likes to be dark and mysterious.,4.00,4.00,Not heard of her.,6.00,6.00,He should be careful scratching his privates.,4.00,4.00,I'd guess he attracts electricity but really don't know.,1,,,LD,HC,HS,0,1,1,7.00,5.00,7.00,3.00,2.00,6.00,6.00,6.00,6.00,6.00,1.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,4.00,2.00,5.00,4.00,1.00,2.00,3.00,4.00,6.00,5.00,6.00,2.00,6.00,3.00,2.00,4.00,45.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/HC/HS
R_CmfvY7J5jRIG5BT,4.00,4.00,nothing at all,6.00,6.00,Hes a guy that got bit by a radioactive spider and now how spidey powers,4.00,4.00,nothing ,5.00,6.00,he lives in the bat cave and has a batmobile,4.00,4.00,nothing ,6.00,6.00,"He has ""knifes"" that come out of his hands and he is sarcastic",4.00,4.00,nothing,1,,,LD,HC,LS,0,1,0,2.00,5.00,5.00,4.00,5.00,7.00,7.00,5.00,4.00,3.00,2.00,5.00,5.00,6.00,5.00,5.00,5.00,6.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,3.00,5.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,LD/HC/LS
